isbn,series,language,publisher,price,title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
9781595820129.00,Vampire Hunter D #1,English,DMP / Dark Horse,25.46,Vampire Hunter D Volume 1,,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels,2005,3.98,238,3782
9781579126957.00,Hercule Poirot #6,English,Black Dog & Leventhal Publishers,5.09,The Mystery of the Blue Train,A Hercule Poirot Mystery,Agatha Christie,Fiction,1928,3.8,317,21431
9780312279998.00,,English,Picador,5.99,Emotionally Weird,A Novel,Kate Atkinson,Fiction,2001,3.45,368,5066
9780441505326.00,Lyonesse #3,English,Ace Books,4.75,Madouc,,Jack Vance,Fiction,1991,4.15,426,1766
9780142407226.00,,English,Firebird,9.67,The Tough Guide to Fantasyland,,Diana Wynne Jones,Juvenile Nonfiction,2006,3.94,234,3897
9780767901574.00,,English,Harmony,6.1,Awakening the Buddha Within,,Surya Das;Lama Surya Das,Philosophy,1998,4.2,432,11465
9780618131709.00,,English,Mariner Books,3.87,Chimera,,John Barth,Fiction,2001,3.73,308,1727
9780142407578.00,Heat #1,English,Puffin Books,3.73,Heat,,Mike Lupica,Juvenile Fiction,2007,3.98,220,18422
9780192833761.00,,English,Oxford University Press,2.79,Complete Shorter Fiction,,Oscar Wilde,Fiction,1998,4.16,288,1167
9781400095469.00,,English,Anchor,16.01,The Greenlanders,,Jane Smiley,Fiction,2005,3.89,608,1921
9780312348649.00,,English,St. Martin's Press,3.15,Baby Proof,,Emily Giffin,Fiction,2006,3.71,340,136644
9780375703874.00,,English,Vintage,3.08,The Autograph Man,A Novel,Zadie Smith,Fiction,2003,3.15,347,9202
9780802449245.00,,English,Moody Publishers,2.4,Little Pilgrim's Progress,From John Bunyan's Classic,Helen L. Taylor,Juvenile Fiction,2006,4.25,336,1945
9780811216746.00,,English,New Directions,11.95,Laughter in the Dark,,Vladimir Nabokov;Vladimir Vladimirovich Nabokov;John Banville,Fiction,1960,3.96,292,8233
9780765312808.00,,English,Tor Books,6.46,"Someone Comes to Town, Someone Leaves Town",,Cory Doctorow,Fiction,2006,3.51,315,2912
9780805073874.00,,English,Henry Holt & Company,3.14,Shakespeare's Secret,,Elise Broach,Juvenile Fiction,2005,3.87,256,7234
9780099748618.00,,English,Vintage,3.12,London Fields,,Martin Amis,City and town life,1999,3.73,526,8379
9781556526183.00,,English,Chicago Review Press,12.42,Nine Coaches Waiting,,Mary Stewart;Sandra Brown,Fiction,2006,4.02,342,10282
9780722540404.00,,English,Thorsons,2.61,Mutant Message from Forever,,Marlo Morgan,Aboriginal Australians,2000,3.73,323,755
9781594481949.00,,English,Riverhead Books,1.6,Everything Bad is Good for You,How Today's Popular Culture is Actually Making Us Smarter,Steven Johnson,Psychology,2006,3.49,254,3939
9780752848266.00,Quincy & Rainie #3,English,Orion,2.78,The Next Accident,,Lisa Gardner,"Conner, Rainie (Fictitious character)",2002,4.17,389,12914
9780439436564.00,The Keys to the Kingdom #3,English,Scholastic Paperbacks,2.86,Drowned Wednesday,,Garth Nix,Juvenile Fiction,2006,3.86,389,22909
9780765309044.00,,English,Orb Books,2.47,Treason,,Orson Scott Card,Fiction,2006,3.9,288,6095
9780340796146.00,The Famous Five #1,English,Hodder,1.46,Five on a Treasure Island,,Enid Blyton,Adventure stories,2001,4.08,256,18308
9780872861909.00,,English,City Lights Publishers,11.22,Erotism,,Georges Bataille,Philosophy,1962,4.1,288,1749
9781591163558.00,Nausicaä of the Valley of the Wind #7,English,VIZ Media,8.72,Nausicaä of the Valley of the Wind,,Hayao Miyazaki,Comics & Graphic Novels,2004,4.61,223,1637
9781594489259.00,,English,Riverhead Books,5.15,The Ghost Map,"The Story of London''s Most Terrifying Epidemic--and how it Changed Science, Cities, and the Modern World",Steven Johnson,History,2006,3.91,299,30268
9780743436502.00,,English,Pocket Books,5.9,Roughing It,,Mark Twain,Fiction,2003,3.9,560,5659
9780743258074.00,,English,Simon & Schuster,5.27,Benjamin Franklin,An American Life,Walter Isaacson,Biography & Autobiography,2004,3.99,586,94903
9780786891078.00,,English,Hachette Books,5,Shopgirl,A Novella,Steve Martin,Fiction,2006,3.42,130,29566
9780810117310.00,,English,Northwestern University Press,13.49,His Master's Voice,,Stanisław Lem,Fiction,1999,4.11,199,2191
9780060584023.00,Alex Barnaby #1,English,HarperTorch,3.3,Metro Girl,,Janet Evanovich,Fiction,2005,3.62,374,28414
9780375705045.00,,English,Vintage,2.68,"Breath, Eyes, Memory",,Edwidge Danticat,Fiction,1998,3.87,234,24348
9780345477385.00,Star Wars Legends,English,Del Rey,5.4,Star Wars,Allegiance,Timothy Zahn,Fiction,2007,3.98,324,6637
9781580628365.00,,English,Adams Media,6.42,Please Stop Laughing At Me,One Woman's Inspirational Story,Jodee Blanco,Biography & Autobiography,2003,3.84,288,9515
9781582433226.00,,English,Counterpoint LLC,5.67,A Complicated Kindness,,Miriam Toews,Fiction,2005,3.65,253,17112
9780061198755.00,,English,William Morrow,1.72,The Secret Lives of Men and Women,A PostSecret Book,Frank Warren,Self-Help,2007,4.37,144,5359
9780802133304.00,The Nova Trilogy #3,English,Grove Press,5.14,Nova Express,,William S. Burroughs,Fiction,1992,3.68,192,2480
9780375758232.00,,English,Random House Trade Paperbacks,1.46,Paris to the Moon,,Adam Gopnik,Biography & Autobiography,2001,3.76,368,12094
9780140433395.00,,English,Penguin Classics,3.07,The Birth of Tragedy,Out of the Spirit of Music,Friedrich Nietzsche,Literary Criticism,1993,3.98,160,9522
9780786809608.00,,English,Disney-Hyperion,3.15,"If I Have a Wicked Stepmother, Where''s My Prince?",,Melissa Kantor,Juvenile Fiction,2005,3.66,283,4337
9780099595816.00,,English,Vintage,5.47,Civilwarland in Bad Decline,,George Saunders,Short stories,1997,4.22,179,12271
9780679444596.00,Rabbit Angstrom #1-4,English,Everyman's Library,10.22,Rabbit Angstrom,A Tetralogy,John Updike,Fiction,1995,4.26,1520,1492
9780394800912.00,,English,New York: Random House,3.07,Dr. Seuss's Sleep Book,,,Juvenile Fiction,1962,4.17,58,8683
9780689840333.00,The Dark Is Rising #5,English,Margaret K. McElderry Books,1.8,Silver on the Tree,,Susan Cooper,Juvenile Fiction,2000,4.15,274,27396
9780679762706.00,,English,Vintage,5.42,Art & Lies,A Piece for Three Voices and a Bawd,Jeanette Winterson,Fiction,1996,3.87,240,3407
9780439405607.00,Guardians of Ga'Hoole #4,English,"Scholastic, Inc.",1.77,Guardians of Ga'Hoole #4: The Siege,,Kathryn Lasky,Fantasy,2003,4.1,203,8964
9780452275003.00,,English,Plume,6.23,Zombie,,Joyce Carol Oates,Fiction,1996,3.34,181,5722
9781594865671.00,,English,Rodale Books,3.96,An Inconvenient Truth,The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,Science,2006,3.76,328,5615
9780345490094.00,Star Wars: Republic Commando #2,English,Del Rey Books,9.42,Star Wars Republic Commando,Triple zero,Karen Traviss,Fiction,2006,4.24,393,4900
9780553581850.00,Once Upon a Time #3,English,Bantam,3.26,A Kiss to Remember,,Teresa Medeiros,Fiction,2002,3.88,353,3522
9780385324137.00,The Outlandish Companions #1,English,Delacorte Press,11.1,The Outlandish Companion,"In which Much is Revealed Regarding Claire and Jamie Fraser, Their Lives and Times, Antecedents, Adventures, Companions, and Progeny, with Learned Commentary (and Many Footnotes) by Their Humble Creator",Diana Gabaldon,Literary Criticism,1999,4.07,577,11191
9780778322948.00,Beach House #1,English,Mira Books,3.14,The Beach House,,Mary Alice Monroe,Fiction,2006,4.2,496,9733
9780060093747.00,,English,Harper Perennial Modern Classics,4.01,The Art of the Novel,,Milan Kundera,Literary Criticism,2003,3.96,176,3544
9780756402211.00,Alberich's Tale #2,English,DAW,4.35,Exile's Valor,,Mercedes Lackey,Fiction,2004,4.18,438,10629
9780380713806.00,Bryson and Katz #1,English,William Morrow Paperbacks,3.35,Neither Here Nor There:,Travels in Europe,Bill Bryson,Travel,1993,3.87,254,46397
9780156306300.00,,English,Mariner Books,8.79,Fiasco,,Stanislaw Lem,Fiction,1988,4.12,322,2125
9780439405591.00,Guardians of Ga'Hoole #3,English,"Scholastic, Inc.",2.61,The Rescue,,Kathryn Lasky,Juvenile Fiction,2004,4.07,198,9852
9781582406121.00,The Walking Dead (Collected Editions) #5,English,Image Comics,4.97,The Best Defense,,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,2006,4.29,136,20937
9780099489986.00,Walsh Family #1,English,Arrow,3.12,Watermelon,,Marian Keyes,Fiction,2005,3.78,520,63160
9780765347985.00,Ender's Saga #0.5,English,Tor,5.9,First Meetings,In Ender's Universe,Orson Scott Card,Young Adult Fiction,2004,3.83,212,10140
9780007113804.00,Hercule Poirot #14,English,Harper,1.29,Murder in Mesopotamia,,Agatha Christie,Detective and mystery stories,2001,3.89,264,25692
9780394704371.00,,English,Vintage Books,2.95,The Will to Power,,Friedrich Wilhelm Nietzsche;Walter Arnold Kaufmann;R. J. Hollingdale,Philosophy,1968,4.05,575,7692
9780671737764.00,,English,Pocket Books,35.36,STINGER,STINGER,Robert McCammon,Fiction,1988,3.87,538,5715
9781416532354.00,,English,Simon & Schuster,3.31,Ricochet,,Sandra Brown,Fiction,2007,3.97,400,14764
9780801870569.00,Berlin Diary #1,English,Johns Hopkins University Press,5.67,Berlin Diary,"The Journal of a Foreign Correspondent, 1934-1941",William L. Shirer,Biography & Autobiography,2002,4.29,627,3494
9780312932787.00,Dempseys #2,English,St. Martin's Paperbacks,3.52,Faking It,,Jennifer Crusie,Fiction,2004,3.92,448,16443
9780441005833.00,Folktales,English,Ace,12.19,Rose Daughter,,Robin McKinley,Juvenile Fiction,1998,3.77,304,16756
9780679745570.00,,English,Vintage,5.22,The grass harp,including A tree of night and other stories. Truman Capote,Truman Capote,Fiction,1993,4.01,272,4451
9780811213462.00,,English,New Directions,5.47,The Samurai,A Novel,Shūsaku Endō,Fiction,1997,3.95,272,1580
9780671024208.00,Masters of Rome #6,English,Pocket Books,3.15,The October Horse,,Colleen McCullough,Fiction,2003,4.28,1110,4186
9780061131622.00,,English,HarperCollins,8.17,Mandy,,Julie Andrews Edwards,Juvenile Fiction,2006,4.24,320,9482
9780062508119.00,,English,HarperOne,2.78,The World's Religions,Our Great Wisdom Traditions,Huston Smith,History,1991,4.07,416,8383
9780451526915.00,,English,Harcourt Brace Jovanovich,6.37,Arrowsmith,,Sinclair Lewis,Fiction,1998,3.81,428,5741
9781590522011.00,Dream Giver,English,Multnomah Books,3.08,The Dream Giver,,Bruce Wilkinson,Religion,2003,4.25,157,4725
9780060915414.00,,English,"Harper & Row, Publishers",7.1,Teaching a Stone to Talk,Expeditions and Encounters,Annie Dillard,Literary Criticism,1988,4.2,177,4046
9780871401656.00,,English,Liveright Publishing Corp.,3.44,Tulips and Chimneys,,E. E. Cummings,Poetry,1996,4.38,208,1184
9780812532630.00,Homecoming Saga #3,English,Tor Books,3.3,The Ships of Earth,Homecoming:,Orson Scott Card,Fiction,1995,3.54,351,9143
9780312357771.00,Marcus Didius Falco #1,English,Minotaur Books,1.6,The Silver Pigs,A Marcus Didius Falco Mystery,Lindsey Davis,Fiction,2006,3.94,329,8592
9780747569114.00,Wayside School #3,English,Bloomsbury U.S.A. Children's Books,1.46,Wayside School Gets a Little Stranger,,Louis Sachar,Children's stories,2004,4.19,176,17456
9780374525866.00,,English,"Farrar, Straus and Giroux",6.87,The Magic Barrel,Stories,Bernard Malamud,Fiction,2003,4,240,1898
9781563892462.00,,English,Vertigo / DC Comics,5.16,The Tragical Comedy Or Comical Tragedy of Mr. Punch,A Romance,Neil Gaiman,Comics & Graphic Novels,1995,3.77,96,6265
9780375423802.00,Black Hole #1-12,English,Pantheon,17.43,Black Hole,,Charles Burns,Comics & Graphic Novels,2005,3.83,368,36698
9780842332361.00,Left Behind #11,English,Tyndale House Publishers,3.12,Armageddon,The Cosmic Battle of the Ages,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2003,4.03,395,15438
9780439405584.00,Guardians of Ga'Hoole #2,English,"Scholastic, Inc.",2.29,The Journey,,Kathryn Lasky,Juvenile Fiction,2003,4,242,10946
9780765345905.00,Saga of the Light Isles #1,English,Tor Books,5.27,Wolfskin,,Juliet Marillier,Fiction,2004,4,544,5531
9780312289515.00,Christmas Hope #1,English,St. Martin's Press,6.8,The Christmas Shoes,,Donna VanLiere,Fiction,2001,4.23,132,31800
9780375705243.00,,English,BALLANTINE BOOKS,3.37,Founding Brothers,The Revolutionary Generation,Joseph J. Ellis,Biography & Autobiography,2002,3.92,290,36449
9780140309591.00,Pippi Långstrump #2,English,Puffin Books,1.88,Pippi Goes on Board,,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,1977,4.12,140,10082
9780060009427.00,,English,Harper Perennial,1.92,How to Read Literature Like a Professor,a Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,Literary Criticism,2003,3.65,314,14917
9780345301116.00,Story of O #1,English,Ballantine Books,5.41,Story of O,,Pauline Réage,Fiction,1973,3.33,199,11942
9780575076266.00,Hyperion Cantos #1-2,English,Orion Publishing Group,5.36,The Hyperion Omnibus,,Dan Simmons,Fiction,2004,4.42,779,2490
9780804114608.00,,English,Ivy Books,3.08,Patty Jane's House of Curl,,Lorna Landvik,Fiction,1999,3.86,304,8741
9780064400992.00,Betsy-Tacy #3,English,HarperCollins,3.48,Betsy and Tacy Go Over the Big Hill,,Maud Hart Lovelace,Juvenile Fiction,1993,4.17,192,7661
9780810987906.00,,English,Harry N. Abrams,4.24,The Boy Who Couldn't Die,,William Sleator,Juvenile Fiction,2005,3.68,161,1649
9781565842212.00,,English,The New Press,13.29,The War,A Memoir,Marguerite Duras,Biography & Autobiography,1994,3.85,192,918
9780393321074.00,Aubrey & Maturin #20,English,W. W. Norton Company,6.42,Blue at the Mizzen (Vol. Book 20) (Aubrey/Maturin Novels),,Patrick O'Brian,Fiction,2000,4.38,262,2191
9781406917895.00,,English,,13.42,"Israel''s Shepherd; Or, Thoughts on the Love of God, Manifested in Christ Jesus. in a Series of Letters",,Hardpress,History,2019,3.72,46,605
9780060919887.00,,English,Harper Perennial (HarperCollins),8.5,The Writing Life,,Annie Dillard,Literary Criticism,1990,4.03,113,11177
9780449911419.00,,English,Ballantine Books,11.76,And I Don't Want to Live this Life,,Deborah Spungen,Biography & Autobiography,1996,4.09,408,4595
9780006514640.00,,English,HarperCollins Publishers,0.99,The Wise Woman,,Philippa Gregory,Great Britain,2002,3.31,640,6583
9780886775162.00,Valdemar: Mage Winds #1,English,DAW,3.71,Winds of Fate,,Mercedes Lackey,Fiction,1992,4.03,458,14300
9780007111503.00,Tommy & Tuppence Mysteries #2,English,HarperCollins Publishers,3.45,Partners in Crime,,Agatha Christie,"Beresford, Tommy (Fictitious character)",2001,3.77,347,9506
9780394844848.00,,English,Random House Books for Young Readers,5.23,The 500 Hats of Bartholomew Cubbins,,Dr. Seuss,Juvenile Fiction,1938,4.04,56,12794
9780763620875.00,Judy Moody #3,English,Candlewick Press,4.67,Judy Moody Saves the World!,,Megan McDonald,Juvenile Fiction,2004,4.03,160,5883
9780425212011.00,"Anita Blake, Vampire Hunter #0.5",English,Berkley Publishing Group,2.78,Strange Candy,,Laurell K. Hamilton,Fiction,2006,3.75,257,15140
9781593080648.00,,English,Barnes Noble Classics,5.38,The Essential Tales and Poems of Edgar Allan Poe,,Edgar Allan Poe,Literary Collections,2004,4.36,688,65137
9780515139709.00,"Anita Blake, Vampire Hunter #8.5",English,Jove,1.92,Bite,,Charlaine Harris;MaryJanice Davidson;Angela Knight;Vickie Taylor,Fiction,2005,3.77,297,14887
9780060958336.00,,English,Harper Perennial Modern Classics,4.45,The Language Instinct,How the Mind Creates Language,Steven Pinker,Language Arts & Disciplines,2000,4.05,448,14293
9780553289510.00,Texas! Tyler Family Saga #1,English,Bantam,6.42,Texas! Lucky,,Sandra Brown,Fiction,1991,3.86,336,6808
9780141186696.00,,English,Penguin,5.94,The Bell,,Iris Murdoch,Fiction,2001,3.88,296,4502
9780425136980.00,,English,Berkley,6.42,Shadow Fires,,Dean Ray Koontz,Fiction,1987,3.78,528,9527
9780345484291.00,Tsubasa: RESERVoir CHRoNiCLE #9,English,Del Rey,3.88,Tsubasa 9 Reservoir Chronicle,In the Gods' Hands,CLAMP (Mangaka group),,2004,4.28,184,3005
9780261102637.00,,English,HarperCollins,9.58,The Monsters and the Critics,And Other Essays,John Ronald Reuel Tolkien,Beowulf,1997,3.93,240,3375
9780312932800.00,Dempseys #1,English,St. Martin's Paperbacks,5.08,Welcome to Temptation,,Jennifer Crusie,Fiction,2004,3.95,416,28454
9780743203623.00,Jeeves #14,English,Touchstone,6.17,Jeeves And The Tie That Binds,,P.G. Wodehouse,Fiction,2000,4.23,205,2717
9780886774639.00,Valdemar (Publication order) #9,English,DAW,3.14,By the Sword,,Mercedes Lackey,Fiction,1991,4.25,492,18245
9780785117599.00,Astonishing X-Men (2004) #3,English,Marvel,15.21,Astonishing X-Men - Volume 3,Torn,,Comics & Graphic Novels,2007,4.24,152,8622
9780380810956.00,,English,HarperCollins,8.28,The Wolves in the Walls,,Neil Gaiman,Juvenile Fiction,2005,4.07,56,13382
9780312186883.00,,English,Picador,5.94,Human Croquet,A Novel,Kate Atkinson,Fiction,1999,3.71,352,6602
9781416537809.00,Dirk Pitt #10,English,Pocket Books,3.45,Dragon,,Clive Cussler,Fiction,2006,3.92,602,11144
9780671553043.00,,English,Pocket Books,3.76,Life Support,,Tess Gerritsen,Fiction,1998,3.99,400,10757
9780743480727.00,Underworld #2,English,Pocket Star,4.09,Blood Enemy,Underworld,Greg Cox,Fiction,2004,3.9,310,531
9780345485281.00,Tsubasa: RESERVoir CHRoNiCLE #11,English,Del Rey,5.27,"Tsubasa, 11",Reservoir Chronicle (YA),CLAMP (Mangaka group),Amnesia,2004,4.28,183,2674
9780425214435.00,Lucas Davenport #3,English,G.P. Putnam's Sons,5.04,Eyes of Prey,,John Sandford,Fiction,2007,4.18,358,18139
9780553584530.00,Detective D.D. Warren #1,English,Bantam,3.3,Alone,,Lisa Gardner,Fiction,2005,3.97,451,41823
9780974607894.00,,English,Melville House Publishing,3.18,First Love,,Ivan Sergeevich Turgenev,Fiction,2004,3.79,124,5551
9780394758268.00,Philip Marlowe #3,English,Vintage Crime/Black Lizard,5.13,The High Window,,Raymond Chandler,Fiction,1988,4.08,265,12648
9780006490456.00,,English,HarperCollins Publishers Ltd,2.81,Witness for the Prosecution & Selected Plays,,Agatha Christie,English drama,1995,4.05,352,3908
9780515136173.00,,English,Jove,130.75,Laurell K. Hamilton Set,"Guilty Pleasures, the Laughing Corpse, Circus of the Damned and the Lunatic Cafe",Laurell K. Hamilton,Fiction,2003,4.51,1256,3276
9780345485328.00,Tsubasa: RESERVoir CHRoNiCLE #12,English,Del Rey,5.27,Tsubasa 12 Reservoir Chronicle,Dragonfly Battle,CLAMP (Mangaka group),Graphic novels,2004,4.31,184,2647
9781400033720.00,,English,Anchor,3.08,Parallel Worlds,"A Journey Through Creation, Higher Dimensions, and the Future of the Cosmos",Michio Kaku,Science,2006,4.18,361,14613
9780553584974.00,,English,Bantam,2.52,The Last Mermaid,,Shana Abé,FICTION,2004,3.73,581,1297
9780345396358.00,The Gonzo Papers #4,English,Ballantine Books,5.3,Better Than Sex,Confessions of a Political Junkie,Hunter S. Thompson,Language Arts & Disciplines,1994,3.76,272,4305
9780553581997.00,,English,Bantam,3.3,Intimate Enemies,,Shana Abe,Fiction,2000,3.82,390,395
9780345477972.00,Tsubasa: RESERVoir CHRoNiCLE #7,English,Del Rey,2.86,Tsubasa,vol. 7,CLAMP (Mangaka group),Juvenile Fiction,2005,4.29,194,3392
